Platform,Campaign_Name,Date,Region,Device_Type,Audience_Segment,Campaign_Objective,Impressions,Reach,Frequency,Clicks,CTR(%),CPC($),CPM($),Spend($),Engagements,Engagement_Rate(%),Cost_per_Engagement($),Conversions,Conversion_Rate(%),Avg_Order_Value($),Revenue($),Profit($),Profit_Margin,ROAS,CAC($),ROI(%),Revenue_per_Dollar
TikTok,TrendBoost,2025-09-16,Asia-Pacific,Tablet,High-Value Customers,Conversions,293157,260284,1.13,3531,1.2,0.29,3.49,1023.99,4419,1.51,0.23,1179,33.39,24.08,28390.32,14195.16,0.5,27.73,0.87,2672.52,27.73
TikTok,TrendBoost,2025-09-17,Europe,Tablet,New Customers,Awareness,296786,180748,1.64,4712,1.59,0.28,4.45,1319.36,4966,1.67,0.27,716,15.2,23.36,16725.76,7024.82,0.42,12.68,1.84,1167.72,12.68
TikTok,TrendBoost,2025-09-18,Asia-Pacific,Mobile,Returning Customers,Retention,265812,219359,1.21,6035,2.27,1.12,25.43,6759.2,4899,1.84,1.38,335,5.55,41.89,14033.15,5613.26,0.4,2.08,20.18,107.62,2.08
TikTok,TrendBoost,2025-09-19,India,Desktop,Returning Customers,Traffic,287707,283078,1.02,5841,2.03,1.31,26.6,7651.71,9809,3.41,0.78,172,2.94,31.28,5380.16,1667.85,0.31,0.7,44.49,-29.69,0.7
TikTok,TrendBoost,2025-09-20,Asia-Pacific,Tablet,High-Value Customers,Retention,260939,247285,1.06,2031,0.78,0.46,3.58,934.26,7057,2.7,0.13,503,24.77,30.25,15215.75,6999.24,0.46,16.29,1.86,1528.64,16.29
TikTok,TrendBoost,2025-09-21,North America,Mobile,New Customers,Conversions,88340,53454,1.65,2703,3.06,1.05,32.13,2838.15,2945,3.33,0.96,1121,41.47,47.08,52776.68,22166.21,0.42,18.6,2.53,1759.55,18.6
TikTok,TrendBoost,2025-09-22,Europe,Tablet,High-Value Customers,Awareness,200777,132806,1.51,6857,3.42,1.48,50.55,10148.36,3192,1.59,3.18,681,9.93,19.92,13565.52,3662.69,0.27,1.34,14.9,33.67,1.34
TikTok,TrendBoost,2025-09-23,Europe,Desktop,High-Value Customers,Awareness,284728,200570,1.42,4308,1.51,1.08,16.34,4652.64,8951,3.14,0.52,938,21.77,39.48,37032.24,15183.22,0.41,7.96,4.96,695.94,7.96
TikTok,TrendBoost,2025-09-24,India,Tablet,New Customers,Conversions,288010,189681,1.52,6814,2.37,1.42,33.6,9675.88,7608,2.64,1.27,861,12.64,16.05,13819.05,4283.91,0.31,1.43,11.24,42.82,1.43
TikTok,TrendBoost,2025-09-25,Asia-Pacific,Desktop,High-Value Customers,Retention,243551,210414,1.16,6465,2.65,0.76,20.17,4913.4,10205,4.19,0.48,214,3.31,35.13,7517.82,2180.17,0.29,1.53,22.96,53.01,1.53
TikTok,TrendBoost,2025-09-26,India,Mobile,New Customers,Conversions,256413,246514,1.04,2689,1.05,0.96,10.07,2581.44,4538,1.77,0.57,1179,43.85,37.39,44082.81,14106.5,0.32,17.08,2.19,1607.68,17.08
TikTok,TrendBoost,2025-09-27,Asia-Pacific,Tablet,New Customers,Conversions,226148,223053,1.01,6849,3.03,0.5,15.14,3424.5,10220,4.52,0.34,757,11.05,20.68,15654.76,5635.71,0.36,4.57,4.52,357.14,4.57
TikTok,TrendBoost,2025-09-28,Europe,Desktop,Returning Customers,Retention,280053,226592,1.24,5127,1.83,0.63,11.53,3230.01,8510,3.04,0.38,109,2.13,37.87,4127.83,1857.52,0.45,1.28,29.63,27.8,1.28
TikTok,Influencer_Promo,2025-06-01,Asia-Pacific,Mobile,New Customers,Awareness,166240,123758,1.34,5589,3.36,0.7,23.53,3912.3,7964,4.79,0.49,866,15.49,17.38,15051.08,4364.81,0.29,3.85,4.52,284.71,3.85
TikTok,Influencer_Promo,2025-06-02,Europe,Tablet,High-Value Customers,Conversions,215599,192519,1.12,8130,3.77,0.52,19.61,4227.6,10432,4.84,0.41,1188,14.61,47.05,55895.4,25711.88,0.46,13.22,3.56,1222.15,13.22
TikTok,Influencer_Promo,2025-06-03,India,Tablet,New Customers,Retention,221839,155093,1.43,8256,3.72,0.56,20.84,4623.36,11678,5.26,0.4,149,1.8,35.14,5235.86,2303.78,0.44,1.13,31.03,13.25,1.13
TikTok,Influencer_Promo,2025-06-04,India,Mobile,Returning Customers,Retention,94595,88283,1.07,7776,8.22,1.36,111.8,10575.36,10512,11.11,1.01,1095,14.08,21.77,23838.15,9773.64,0.41,2.25,9.66,125.41,2.25
TikTok,Influencer_Promo,2025-06-05,Europe,Desktop,New Customers,Conversions,156948,141929,1.11,6016,3.83,0.76,29.13,4572.16,3957,2.52,1.16,430,7.15,15.37,6609.1,3568.91,0.54,1.45,10.63,44.55,1.45
TikTok,Influencer_Promo,2025-06-06,North America,Desktop,Returning Customers,Awareness,161960,132100,1.23,4960,3.06,1.44,44.1,7142.4,7021,4.34,1.02,375,7.56,17.03,6386.25,3193.12,0.5,0.89,19.05,-10.59,0.89
TikTok,Influencer_Promo,2025-06-07,North America,Tablet,New Customers,Awareness,284645,273343,1.04,8913,3.13,0.76,23.8,6773.88,8035,2.82,0.84,556,6.24,34.1,18959.6,5498.28,0.29,2.8,12.18,179.89,2.8
TikTok,Influencer_Promo,2025-06-08,Asia-Pacific,Tablet,Returning Customers,Conversions,296786,261865,1.13,2679,0.9,1.13,10.2,3027.27,10763,3.63,0.28,520,19.41,49.9,25948.0,11157.64,0.43,8.57,5.82,757.14,8.57
TikTok,Influencer_Promo,2025-06-09,Asia-Pacific,Mobile,Returning Customers,Traffic,191719,140549,1.36,3731,1.95,1.38,26.86,5148.78,3710,1.94,1.39,662,17.74,46.4,30716.8,14129.73,0.46,5.97,7.78,496.58,5.97
TikTok,Influencer_Promo,2025-06-10,North America,Desktop,Returning Customers,Awareness,116675,86106,1.36,7115,6.1,0.54,32.93,3842.1,3408,2.92,1.13,586,8.24,26.7,15646.2,6102.02,0.39,4.07,6.56,307.23,4.07
TikTok,Influencer_Promo,2025-06-11,India,Desktop,High-Value Customers,Awareness,296630,291441,1.02,2152,0.73,0.34,2.47,731.68,10766,3.63,0.07,831,38.62,42.07,34960.17,15382.47,0.44,47.78,0.88,4678.07,47.78
TikTok,Influencer_Promo,2025-06-12,North America,Tablet,New Customers,Conversions,206710,154354,1.34,3502,1.69,1.36,23.04,4762.72,2823,1.37,1.69,394,11.25,40.75,16055.5,4816.65,0.3,3.37,12.09,237.11,3.37
TikTok,Influencer_Promo,2025-06-13,Asia-Pacific,Desktop,Returning Customers,Traffic,216530,187738,1.15,8410,3.88,0.34,13.21,2859.4,7092,3.28,0.4,362,4.3,30.8,11149.6,3456.38,0.31,3.9,7.9,289.93,3.9
TikTok,Influencer_Promo,2025-06-14,North America,Mobile,High-Value Customers,Awareness,227433,160182,1.42,7973,3.51,1.17,41.02,9328.41,1695,0.75,5.5,698,8.75,24.42,17045.16,6136.26,0.36,1.83,13.36,82.72,1.83
TikTok,Influencer_Promo,2025-06-15,India,Desktop,High-Value Customers,Traffic,120675,105672,1.14,2729,2.26,0.35,7.92,955.15,9636,7.99,0.1,1107,40.56,19.41,21486.87,9669.09,0.45,22.5,0.86,2149.58,22.5
TikTok,Influencer_Promo,2025-06-16,North America,Tablet,Returning Customers,Awareness,128531,121724,1.06,5171,4.02,0.36,14.48,1861.56,6983,5.43,0.27,545,10.54,17.29,9423.05,3298.07,0.35,5.06,3.42,406.19,5.06
TikTok,Influencer_Promo,2025-06-17,Europe,Mobile,High-Value Customers,Traffic,216355,167606,1.29,7868,3.64,1.15,41.82,9048.2,11171,5.16,0.81,817,10.38,21.7,17728.9,6205.11,0.35,1.96,11.07,95.94,1.96
TikTok,Influencer_Promo,2025-06-18,North America,Tablet,High-Value Customers,Traffic,184387,131548,1.4,1837,1.0,1.04,10.36,1910.48,7025,3.81,0.27,1164,63.36,44.58,51891.12,19718.63,0.38,27.16,1.64,2616.13,27.16
TikTok,Influencer_Promo,2025-06-19,North America,Tablet,New Customers,Traffic,228065,200079,1.14,6088,2.67,1.01,26.96,6148.88,2672,1.17,2.3,935,15.36,16.37,15305.95,5816.26,0.38,2.49,6.58,148.92,2.49
TikTok,Influencer_Promo,2025-06-20,North America,Desktop,High-Value Customers,Traffic,194140,166448,1.17,7688,3.96,1.37,54.25,10532.56,8399,4.33,1.25,832,10.82,31.99,26615.68,10113.96,0.38,2.53,12.66,152.7,2.53
TikTok,Influencer_Promo,2025-06-21,Europe,Tablet,High-Value Customers,Retention,149821,146063,1.03,3839,2.56,0.29,7.43,1113.31,4839,3.23,0.23,1157,30.14,31.97,36989.29,16645.18,0.45,33.22,0.96,3222.46,33.22
TikTok,Influencer_Promo,2025-06-22,North America,Tablet,Returning Customers,Awareness,155158,125817,1.23,6449,4.16,1.34,55.7,8641.66,3773,2.43,2.29,239,3.71,20.76,4961.64,2232.74,0.45,0.57,36.16,-42.58,0.57
TikTok,Influencer_Promo,2025-06-23,Asia-Pacific,Tablet,Returning Customers,Conversions,259034,246491,1.05,3477,1.34,1.06,14.23,3685.62,9665,3.73,0.38,847,24.36,34.24,29001.28,13340.59,0.46,7.87,4.35,686.88,7.87
TikTok,Influencer_Promo,2025-06-24,North America,Tablet,Returning Customers,Traffic,205246,153073,1.34,3940,1.92,0.55,10.56,2167.0,1365,0.67,1.59,619,15.71,41.19,25496.61,12493.34,0.49,11.77,3.5,1076.59,11.77
TikTok,Influencer_Promo,2025-06-25,North America,Tablet,Returning Customers,Retention,203215,177358,1.15,3946,1.94,0.39,7.57,1538.94,6990,3.44,0.22,332,8.41,36.26,12038.32,4454.18,0.37,7.82,4.64,682.25,7.82
TikTok,Influencer_Promo,2025-06-26,Europe,Desktop,High-Value Customers,Traffic,106204,64382,1.65,4814,4.53,1.43,64.82,6884.02,3518,3.31,1.96,1025,21.29,46.03,47180.75,18400.49,0.39,6.85,6.72,585.37,6.85
TikTok,Influencer_Promo,2025-06-27,Europe,Tablet,Returning Customers,Awareness,275939,200391,1.38,2366,0.86,0.47,4.03,1112.02,11364,4.12,0.1,1073,45.35,47.67,51149.91,23528.96,0.46,46.0,1.04,4499.73,46.0
TikTok,Influencer_Promo,2025-06-28,Asia-Pacific,Mobile,New Customers,Conversions,228837,215489,1.06,5485,2.4,0.96,23.01,5265.6,8110,3.54,0.65,662,12.07,43.05,28499.1,10829.66,0.38,5.41,7.95,441.23,5.41
TikTok,Influencer_Promo,2025-06-29,India,Mobile,New Customers,Retention,107953,69748,1.55,7415,6.87,0.52,35.72,3855.8,9722,9.01,0.4,690,9.31,48.7,33603.0,17809.59,0.53,8.71,5.59,771.49,8.71
TikTok,Influencer_Promo,2025-06-30,India,Desktop,Returning Customers,Awareness,194753,141396,1.38,3756,1.93,1.13,21.79,4244.28,9706,4.98,0.44,457,12.17,15.97,7298.29,3941.08,0.54,1.72,9.29,71.96,1.72
TikTok,Influencer_Promo,2025-07-01,Europe,Mobile,New Customers,Awareness,199045,145102,1.37,6633,3.33,1.09,36.32,7229.97,8606,4.32,0.84,934,14.08,22.01,20557.34,8428.51,0.41,2.84,7.74,184.34,2.84
TikTok,Influencer_Promo,2025-07-02,Europe,Mobile,Returning Customers,Conversions,213692,188437,1.13,4212,1.97,1.29,25.43,5433.48,11308,5.29,0.48,770,18.28,16.27,12527.9,5011.16,0.4,2.31,7.06,130.57,2.31
TikTok,Influencer_Promo,2025-07-03,India,Tablet,High-Value Customers,Awareness,202413,134232,1.51,4976,2.46,0.45,11.06,2239.2,7166,3.54,0.31,354,7.11,48.69,17236.26,6205.05,0.36,7.7,6.33,669.75,7.7
TikTok,Influencer_Promo,2025-07-04,Asia-Pacific,Mobile,High-Value Customers,Traffic,86822,76956,1.13,6319,7.28,0.6,43.67,3791.4,8994,10.36,0.42,475,7.52,17.25,8193.75,3523.31,0.43,2.16,7.98,116.11,2.16
TikTok,Influencer_Promo,2025-07-05,Europe,Tablet,New Customers,Retention,87540,53493,1.64,2762,3.16,0.29,9.15,800.98,1066,1.22,0.75,586,21.22,15.75,9229.5,3045.74,0.33,11.52,1.37,1052.28,11.52
TikTok,Influencer_Promo,2025-07-06,Asia-Pacific,Mobile,Returning Customers,Conversions,110905,74378,1.49,5462,4.92,0.57,28.07,3113.34,9402,8.48,0.33,367,6.72,30.01,11013.67,5616.97,0.51,3.54,8.48,253.76,3.54
TikTok,Influencer_Promo,2025-07-07,India,Tablet,Returning Customers,Conversions,183578,119762,1.53,5790,3.15,1.48,46.68,8569.2,5365,2.92,1.6,662,11.43,15.66,10366.92,3628.42,0.35,1.21,12.94,20.98,1.21
TikTok,Influencer_Promo,2025-07-08,North America,Tablet,Returning Customers,Retention,297210,271381,1.1,5582,1.88,0.41,7.7,2288.62,4274,1.44,0.54,800,14.33,15.56,12448.0,4730.24,0.38,5.44,2.86,443.91,5.44
TikTok,Influencer_Promo,2025-07-09,Asia-Pacific,Mobile,New Customers,Conversions,91087,89094,1.02,2621,2.88,1.23,35.39,3223.83,7137,7.84,0.45,742,28.31,40.46,30021.32,10507.46,0.35,9.31,4.34,831.23,9.31
TikTok,Influencer_Promo,2025-07-10,North America,Mobile,Returning Customers,Conversions,185369,154581,1.2,2764,1.49,1.47,21.92,4063.08,9698,5.23,0.42,334,12.08,45.13,15073.42,6029.37,0.4,3.71,12.16,270.99,3.71
TikTok,Influencer_Promo,2025-07-11,India,Mobile,Returning Customers,Retention,211811,165847,1.28,1745,0.82,0.38,3.13,663.1,7975,3.77,0.08,276,15.82,23.09,6372.84,2676.59,0.42,9.61,2.4,861.07,9.61
TikTok,Influencer_Promo,2025-07-12,North America,Tablet,Returning Customers,Awareness,163568,147519,1.11,3309,2.02,0.95,19.22,3143.55,6649,4.06,0.47,628,18.98,45.82,28774.96,10646.74,0.37,9.15,5.01,815.37,9.15
TikTok,Influencer_Promo,2025-07-13,Asia-Pacific,Tablet,Returning Customers,Awareness,196415,141536,1.39,3270,1.66,1.07,17.81,3498.9,10083,5.13,0.35,467,14.28,26.8,12515.6,3754.68,0.3,3.58,7.49,257.7,3.58
TikTok,Influencer_Promo,2025-07-14,India,Tablet,New Customers,Traffic,193352,188184,1.03,8001,4.14,0.67,27.72,5360.67,6981,3.61,0.77,844,10.55,40.43,34122.92,17061.46,0.5,6.37,6.35,536.54,6.37
TikTok,Influencer_Promo,2025-07-15,Asia-Pacific,Desktop,High-Value Customers,Traffic,240630,184897,1.3,7042,2.93,1.19,34.83,8379.98,4941,2.05,1.7,113,1.6,42.2,4768.6,2288.93,0.48,0.57,74.16,-43.1,0.57
TikTok,Influencer_Promo,2025-07-16,Asia-Pacific,Desktop,Returning Customers,Traffic,293511,206959,1.42,4635,1.58,0.71,11.21,3290.85,7783,2.65,0.42,711,15.34,48.72,34639.92,17319.96,0.5,10.53,4.63,952.61,10.53
TikTok,Influencer_Promo,2025-07-17,Asia-Pacific,Mobile,Returning Customers,Retention,165603,131663,1.26,2042,1.23,0.5,6.17,1021.0,9207,5.56,0.11,156,7.64,25.04,3906.24,1679.68,0.43,3.83,6.54,282.59,3.83
TikTok,Influencer_Promo,2025-07-18,Europe,Tablet,New Customers,Retention,262429,244437,1.07,8737,3.33,0.42,13.98,3669.54,11269,4.29,0.33,139,1.59,37.08,5154.12,1958.57,0.38,1.4,26.4,40.46,1.4
TikTok,Influencer_Promo,2025-07-19,India,Tablet,Returning Customers,Traffic,231299,211268,1.09,3220,1.39,1.29,17.96,4153.8,9986,4.32,0.42,204,6.34,34.47,7031.88,2461.16,0.35,1.69,20.36,69.29,1.69
TikTok,Influencer_Promo,2025-07-20,Asia-Pacific,Tablet,New Customers,Conversions,233564,167729,1.39,6817,2.92,1.17,34.15,7975.89,7816,3.35,1.02,950,13.94,18.15,17242.5,4827.9,0.28,2.16,8.4,116.18,2.16
TikTok,Influencer_Promo,2025-07-21,Europe,Desktop,New Customers,Traffic,272809,174485,1.56,7366,2.7,1.15,31.05,8470.9,1919,0.7,4.41,148,2.01,46.88,6938.24,2497.77,0.36,0.82,57.24,-18.09,0.82
TikTok,Influencer_Promo,2025-07-22,Asia-Pacific,Tablet,High-Value Customers,Conversions,297684,233171,1.28,1773,0.6,1.15,6.85,2038.95,2261,0.76,0.9,1189,67.06,33.6,39950.4,11585.62,0.29,19.59,1.71,1859.36,19.59
TikTok,Influencer_Promo,2025-07-23,India,Tablet,New Customers,Traffic,183768,146396,1.26,8999,4.9,0.29,14.2,2609.71,5556,3.02,0.47,388,4.31,25.03,9711.64,5050.05,0.52,3.72,6.73,272.13,3.72
TikTok,Influencer_Promo,2025-07-24,Asia-Pacific,Desktop,New Customers,Retention,157996,111990,1.41,6129,3.88,1.13,43.84,6925.77,2814,1.78,2.46,909,14.83,23.32,21197.88,10598.94,0.5,3.06,7.62,206.07,3.06
TikTok,Influencer_Promo,2025-07-25,Europe,Desktop,High-Value Customers,Conversions,254832,240574,1.06,5404,2.12,0.61,12.94,3296.44,1129,0.44,2.92,466,8.62,38.84,18099.44,6334.8,0.35,5.49,7.07,449.06,5.49
TikTok,Influencer_Promo,2025-07-26,India,Desktop,High-Value Customers,Conversions,219868,207980,1.06,4719,2.15,1.35,28.97,6370.65,11621,5.29,0.55,237,5.02,45.17,10705.29,5352.65,0.5,1.68,26.88,68.04,1.68
TikTok,Influencer_Promo,2025-07-27,India,Tablet,Returning Customers,Awareness,144275,133956,1.08,5486,3.8,0.25,9.51,1371.5,11242,7.79,0.12,687,12.52,43.67,30001.29,15300.66,0.51,21.87,2.0,2087.48,21.87
TikTok,Influencer_Promo,2025-07-28,India,Desktop,High-Value Customers,Awareness,89877,87547,1.03,3480,3.87,0.68,26.33,2366.4,6322,7.03,0.37,1027,29.51,35.93,36900.11,15867.05,0.43,15.59,2.3,1459.34,15.59
TikTok,Influencer_Promo,2025-07-29,North America,Desktop,Returning Customers,Conversions,279332,218433,1.28,4916,1.76,0.67,11.79,3293.72,6152,2.2,0.54,946,19.24,18.01,17037.46,6644.61,0.39,5.17,3.48,417.27,5.17
TikTok,Influencer_Promo,2025-07-30,Europe,Desktop,High-Value Customers,Awareness,137286,106061,1.29,8132,5.92,1.05,62.2,8538.6,2800,2.04,3.05,340,4.18,32.1,10914.0,4583.88,0.42,1.28,25.11,27.82,1.28
TikTok,Influencer_Promo,2025-07-31,Europe,Desktop,High-Value Customers,Traffic,212496,184711,1.15,6197,2.92,0.26,7.58,1611.22,10426,4.91,0.15,1048,16.91,26.91,28201.68,13536.81,0.48,17.5,1.54,1650.33,17.5
TikTok,Influencer_Promo,2025-08-01,Asia-Pacific,Mobile,High-Value Customers,Retention,102228,88885,1.15,3894,3.81,0.66,25.14,2570.04,2903,2.84,0.89,514,13.2,26.38,13559.32,7050.85,0.52,5.28,5.0,427.59,5.28
TikTok,Influencer_Promo,2025-08-02,North America,Mobile,High-Value Customers,Awareness,214011,131861,1.62,3538,1.65,1.4,23.14,4953.2,4816,2.25,1.03,1123,31.74,41.44,46537.12,20941.7,0.45,9.4,4.41,839.54,9.4
TikTok,Influencer_Promo,2025-08-03,India,Mobile,High-Value Customers,Traffic,105636,64941,1.63,8623,8.16,0.96,78.36,8278.08,1898,1.8,4.36,1176,13.64,49.99,58788.24,19400.12,0.33,7.1,7.04,610.17,7.1
TikTok,Influencer_Promo,2025-08-04,India,Desktop,Returning Customers,Traffic,277753,192377,1.44,3505,1.26,0.55,6.94,1927.75,11916,4.29,0.16,1019,29.07,35.18,35848.42,11471.49,0.32,18.6,1.89,1759.6,18.6
TikTok,Influencer_Promo,2025-08-05,Europe,Mobile,Returning Customers,Traffic,104811,69668,1.5,4738,4.52,1.38,62.38,6538.44,4626,4.41,1.41,495,10.45,16.56,8197.2,4180.57,0.51,1.25,13.21,25.37,1.25
TikTok,Influencer_Promo,2025-08-06,Asia-Pacific,Tablet,Returning Customers,Conversions,165270,146322,1.13,6626,4.01,0.92,36.88,6095.92,2491,1.51,2.45,644,9.72,23.68,15249.92,4422.48,0.29,2.5,9.47,150.17,2.5
TikTok,Influencer_Promo,2025-08-07,India,Tablet,Returning Customers,Traffic,146485,127190,1.15,5866,4.0,1.49,59.67,8740.34,4646,3.17,1.88,1021,17.41,16.78,17132.38,5139.71,0.3,1.96,8.56,96.02,1.96
TikTok,Influencer_Promo,2025-08-08,Asia-Pacific,Tablet,High-Value Customers,Awareness,275760,245549,1.12,3864,1.4,0.36,5.04,1391.04,3309,1.2,0.42,739,19.13,23.92,17676.88,5303.06,0.3,12.71,1.88,1170.77,12.71
TikTok,Influencer_Promo,2025-08-09,India,Tablet,High-Value Customers,Traffic,198622,129471,1.53,8316,4.19,1.05,43.96,8731.8,8455,4.26,1.03,462,5.56,28.78,13296.36,5850.4,0.44,1.52,18.9,52.28,1.52
TikTok,Influencer_Promo,2025-08-10,India,Tablet,High-Value Customers,Traffic,155790,100004,1.56,1946,1.25,0.69,8.62,1342.74,9846,6.32,0.14,1004,51.59,26.14,26244.56,9972.93,0.38,19.55,1.34,1854.55,19.55
TikTok,Influencer_Promo,2025-08-11,India,Mobile,Returning Customers,Conversions,168454,128087,1.32,7141,4.24,0.47,19.92,3356.27,6923,4.11,0.48,1157,16.2,22.18,25662.26,10521.53,0.41,7.65,2.9,664.61,7.65
TikTok,Influencer_Promo,2025-08-12,Europe,Tablet,New Customers,Conversions,169004,158427,1.07,2259,1.34,0.7,9.36,1581.3,3475,2.06,0.46,381,16.87,20.54,7825.74,2895.52,0.37,4.95,4.15,394.89,4.95
TikTok,Influencer_Promo,2025-08-13,North America,Tablet,Returning Customers,Awareness,208659,190921,1.09,7498,3.59,0.81,29.11,6073.38,8379,4.02,0.72,991,13.22,30.1,29829.1,14317.97,0.48,4.91,6.13,391.14,4.91
TikTok,Influencer_Promo,2025-08-14,Europe,Mobile,Returning Customers,Awareness,198203,148035,1.34,2604,1.31,0.69,9.07,1796.76,6003,3.03,0.3,478,18.36,38.3,18307.4,9886.0,0.54,10.19,3.76,918.91,10.19
TikTok,Influencer_Promo,2025-08-15,North America,Tablet,New Customers,Retention,236204,196461,1.2,3832,1.62,0.79,12.82,3027.28,5994,2.54,0.51,942,24.58,24.58,23154.36,7177.85,0.31,7.65,3.21,664.86,7.65
TikTok,Influencer_Promo,2025-08-16,Asia-Pacific,Mobile,High-Value Customers,Retention,81693,68930,1.19,5863,7.18,0.33,23.68,1934.79,6140,7.52,0.32,1154,19.68,27.07,31238.78,14994.61,0.48,16.15,1.68,1514.58,16.15
TikTok,Influencer_Promo,2025-08-17,Asia-Pacific,Mobile,Returning Customers,Conversions,176779,128142,1.38,1953,1.1,0.68,7.51,1328.04,6869,3.89,0.19,548,28.06,15.18,8318.64,2911.52,0.35,6.26,2.42,526.38,6.26
TikTok,Influencer_Promo,2025-08-18,Asia-Pacific,Tablet,New Customers,Retention,187528,128638,1.46,1936,1.03,0.33,3.41,638.88,2063,1.1,0.31,1073,55.42,31.53,33831.69,18269.11,0.54,52.95,0.6,5195.47,52.95
TikTok,Influencer_Promo,2025-08-19,North America,Desktop,High-Value Customers,Awareness,270112,208358,1.3,8781,3.25,1.38,44.86,12117.78,11474,4.25,1.06,229,2.61,49.44,11321.76,4302.27,0.38,0.93,52.92,-6.57,0.93
TikTok,Influencer_Promo,2025-08-20,North America,Tablet,Returning Customers,Conversions,293992,222670,1.32,3887,1.32,1.26,16.66,4897.62,10203,3.47,0.48,610,15.69,35.09,21404.9,11344.6,0.53,4.37,8.03,337.05,4.37
TikTok,Influencer_Promo,2025-08-21,India,Desktop,High-Value Customers,Awareness,98898,62606,1.58,1888,1.91,1.39,26.54,2624.32,3859,3.9,0.68,248,13.14,43.69,10835.12,4550.75,0.42,4.13,10.58,312.87,4.13
TikTok,Influencer_Promo,2025-08-22,North America,Tablet,Returning Customers,Conversions,237794,224107,1.06,6253,2.63,1.13,29.71,7065.89,11924,5.01,0.59,697,11.15,45.4,31643.8,12973.96,0.41,4.48,10.14,347.84,4.48
TikTok,Influencer_Promo,2025-08-23,Asia-Pacific,Tablet,High-Value Customers,Conversions,112439,111639,1.01,1763,1.57,0.27,4.23,476.01,9483,8.43,0.05,568,32.22,26.59,15103.12,4379.9,0.29,31.73,0.84,3072.86,31.73
TikTok,Influencer_Promo,2025-08-24,Europe,Desktop,New Customers,Awareness,149038,120806,1.23,5713,3.83,1.05,40.25,5998.65,2356,1.58,2.55,178,3.12,33.08,5888.24,1589.82,0.27,0.98,33.7,-1.84,0.98
TikTok,Influencer_Promo,2025-08-25,North America,Desktop,New Customers,Awareness,174870,106770,1.64,2063,1.18,0.41,4.84,845.83,3671,2.1,0.23,935,45.32,36.11,33762.85,15530.91,0.46,39.92,0.9,3891.68,39.92
TikTok,Influencer_Promo,2025-08-26,Europe,Mobile,New Customers,Retention,158250,131546,1.2,8015,5.06,0.51,25.83,4087.65,9801,6.19,0.42,335,4.18,19.09,6395.15,3005.72,0.47,1.56,12.2,56.45,1.56
TikTok,Influencer_Promo,2025-08-27,India,Mobile,High-Value Customers,Conversions,190393,182875,1.04,2634,1.38,1.2,16.6,3160.8,5632,2.96,0.56,556,21.11,34.47,19165.32,8432.74,0.44,6.06,5.68,506.34,6.06
TikTok,Influencer_Promo,2025-08-28,India,Desktop,High-Value Customers,Retention,249512,152476,1.64,6200,2.48,1.09,27.08,6758.0,7133,2.86,0.95,760,12.26,23.3,17708.0,6020.72,0.34,2.62,8.89,162.03,2.62
TikTok,Influencer_Promo,2025-08-29,North America,Mobile,New Customers,Conversions,176006,152533,1.15,8643,4.91,0.68,33.39,5877.24,1197,0.68,4.91,284,3.29,38.01,10794.84,5073.57,0.47,1.84,20.69,83.67,1.84
TikTok,Influencer_Promo,2025-08-30,Asia-Pacific,Mobile,New Customers,Traffic,242909,237209,1.02,5168,2.13,1.05,22.34,5426.4,5224,2.15,1.04,926,17.92,39.65,36715.9,11749.09,0.32,6.77,5.86,576.62,6.77
TikTok,Influencer_Promo,2025-08-31,India,Desktop,Returning Customers,Traffic,241020,233815,1.03,3064,1.27,0.7,8.9,2144.8,2966,1.23,0.72,916,29.9,20.52,18796.32,9398.16,0.5,8.76,2.34,776.37,8.76
TikTok,Influencer_Promo,2025-09-01,North America,Tablet,High-Value Customers,Traffic,212266,183034,1.16,6737,3.17,0.3,9.52,2021.1,7943,3.74,0.25,1055,15.66,27.96,29497.8,15928.81,0.54,14.59,1.92,1359.49,14.59
TikTok,Influencer_Promo,2025-09-02,Asia-Pacific,Desktop,High-Value Customers,Awareness,273819,234880,1.17,3528,1.29,0.59,7.6,2081.52,1144,0.42,1.82,820,23.24,19.38,15891.6,5403.14,0.34,7.63,2.54,663.46,7.63
TikTok,Influencer_Promo,2025-09-03,India,Mobile,New Customers,Retention,178536,127332,1.4,8418,4.72,0.99,46.68,8333.82,10273,5.75,0.81,849,10.09,29.33,24901.17,13695.64,0.55,2.99,9.82,198.8,2.99
TikTok,Influencer_Promo,2025-09-04,India,Desktop,New Customers,Awareness,88693,74336,1.19,8539,9.63,1.5,144.41,12808.5,9963,11.23,1.29,1062,12.44,43.0,45666.0,14156.46,0.31,3.57,12.06,256.53,3.57
TikTok,Influencer_Promo,2025-09-05,Asia-Pacific,Tablet,Returning Customers,Awareness,268344,191570,1.4,6126,2.28,0.65,14.84,3981.9,9772,3.64,0.41,665,10.86,16.3,10839.5,3251.85,0.3,2.72,5.99,172.22,2.72
TikTok,Influencer_Promo,2025-09-06,India,Desktop,Returning Customers,Awareness,116081,115460,1.01,3095,2.67,0.83,22.13,2568.85,5521,4.76,0.47,404,13.05,39.54,15974.16,6549.41,0.41,6.22,6.36,521.84,6.22
TikTok,Influencer_Promo,2025-09-07,Europe,Tablet,Returning Customers,Conversions,126073,101158,1.25,3263,2.59,0.46,11.91,1500.98,6697,5.31,0.22,1041,31.9,40.17,41816.97,20072.15,0.48,27.86,1.44,2685.98,27.86
